# Valid estimates generated by sparse beam search plus MITM verification
# Format required by the problem statement: @(r, u, v, VE, VT)
@(5, 0x06000000, 0x2000232A, 0.000005125999451, 0.000005125999451)
@(5, 0x06000000, 0x20002A2A, 0.000005125999451, 0.000005125999451)
@(5, 0x06000000, 0x20002B2A, -0.000005125999451, -0.000005125999451)
@(5, 0x00000F00, 0x01010905, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x01010A01, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x01010D01, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x01010E05, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x05050905, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x05050A01, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x05050D01, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x05050E05, 0.000004768371582, 0.000004768371582)
@(5, 0x00000F00, 0x0B0B090C, -0.000004768371582, -0.000004768371582)
@(5, 0x00000F00, 0x0B0B0A0B, -0.000004768371582, -0.000004768371582)
@(5, 0x08000000, 0x0002E07E, 0.000004768371582, 0.000004768371582)
@(5, 0x08000000, 0x0002E0FE, 0.000004768371582, 0.000004768371582)
@(5, 0x08000000, 0x0002E13F, 0.000004768371582, 0.000004768371582)
@(5, 0x08000000, 0x0002E1BF, 0.000004768371582, 0.000004768371582)
@(5, 0x08000000, 0x0002E43A, 0.000004768371582, 0.000004768371582)
@(5, 0x08000000, 0x0002E4BA, -0.000004768371582, -0.000004768371582)
@(5, 0x00000E00, 0x30470440, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x3047044A, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x304704E0, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x304704EA, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x30470E40, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x30470E4A, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x30470EE0, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x30470EEA, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x3A470440, 0.000004291534424, 0.000004291534424)
@(5, 0x00000E00, 0x3A47044A, 0.000004291534424, 0.000004291534424)
@(5, 0x0B000000, 0x01010015, -0.000004291534424, -0.000004291534424)
@(5, 0x0B000000, 0x01010051, -0.000004291534424, -0.000004291534424)
@(5, 0x0B000000, 0x0101005B, 0.000004291534424, 0.000004291534424)
@(5, 0x0B000000, 0x0101009D, 0.000004291534424, 0.000004291534424)
@(5, 0x0B000000, 0x010100D9, 0.000004291534424, 0.000004291534424)
@(5, 0x0B000000, 0x0101019D, 0.000004291534424, 0.000004291534424)
@(5, 0x0B000000, 0x0101021F, -0.000004291534424, -0.000004291534424)
@(5, 0x0B000000, 0x0101025B, 0.000004291534424, 0.000004291534424)
@(5, 0x0B000000, 0x01010297, 0.000004291534424, 0.000004291534424)
@(5, 0x0B000000, 0x010102D3, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x878842C8, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x878844AE, 0.000004291534424, 0.000004291534424)
@(5, 0x0D000000, 0x8788468C, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x87884737, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x878848C8, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x87884C8C, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x87884D37, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x87884EAE, 0.000004291534424, 0.000004291534424)
@(5, 0x0D000000, 0x87886371, -0.000004291534424, -0.000004291534424)
@(5, 0x0D000000, 0x87886624, -0.000004291534424, -0.000004291534424)
@(5, 0x00000500, 0x77877F00, -0.000004112720490, -0.000004112720490)
@(5, 0x00000500, 0x77878F0F, 0.000004112720490, 0.000004112720490)
@(5, 0x00000500, 0x77887F00, -0.000004112720490, -0.000004112720490)
@(5, 0x00000500, 0x77888F0F, 0.000004112720490, 0.000004112720490)
@(5, 0x00000500, 0x78877F00, 0.000004112720490, 0.000004112720490)
@(5, 0x00000500, 0x78878F0F, -0.000004112720490, -0.000004112720490)
@(5, 0x00000500, 0x78887F00, 0.000004112720490, 0.000004112720490)
@(5, 0x00000500, 0x78888F0F, -0.000004112720490, -0.000004112720490)
@(5, 0x00000500, 0x77877000, 0.000003814697266, 0.000003814697266)
@(5, 0x00000500, 0x7787800F, -0.000003814697266, -0.000003814697266)
@(5, 0x00000D00, 0x04447778, -0.000003814697266, -0.000003814697266)
@(5, 0x00000D00, 0x04447887, 0.000003814697266, 0.000003814697266)
@(5, 0x00000D00, 0x04448777, 0.000003814697266, 0.000003814697266)
@(5, 0x00000D00, 0x04448888, -0.000003814697266, -0.000003814697266)
@(5, 0x00000D00, 0x08887378, 0.000003814697266, 0.000003814697266)
@(5, 0x00000D00, 0x0888737C, -0.000003814697266, -0.000003814697266)
@(5, 0x00000D00, 0x08887778, -0.000003814697266, -0.000003814697266)
@(5, 0x00000D00, 0x08887887, 0.000003814697266, 0.000003814697266)
@(5, 0x00000D00, 0x08887C83, 0.000003814697266, 0.000003814697266)
@(5, 0x00000D00, 0x08887C87, -0.000003814697266, -0.000003814697266)
@(5, 0x05000000, 0x0041815D, -0.000003814697266, -0.000003814697266)
@(5, 0x05000000, 0x004183D5, 0.000003814697266, 0.000003814697266)
@(5, 0x05000000, 0x00418519, 0.000003814697266, 0.000003814697266)
@(5, 0x05000000, 0x00418791, 0.000003814697266, 0.000003814697266)
@(5, 0x05000000, 0x004189D5, -0.000003814697266, -0.000003814697266)
@(5, 0x05000000, 0x00418B5D, 0.000003814697266, 0.000003814697266)
@(5, 0x05000000, 0x00418D91, -0.000003814697266, -0.000003814697266)
@(5, 0x05000000, 0x00418F19, -0.000003814697266, -0.000003814697266)
@(5, 0x05000000, 0x0045815D, -0.000003814697266, -0.000003814697266)
@(5, 0x05000000, 0x004583D5, 0.000003814697266, 0.000003814697266)
@(5, 0x00000300, 0x7787700F, 0.000002861022949, 0.000002861022949)
@(5, 0x00000300, 0x77877F0F, -0.000002861022949, -0.000002861022949)
@(5, 0x00000300, 0x77878000, -0.000002861022949, -0.000002861022949)
@(5, 0x00000300, 0x77878F00, 0.000002861022949, 0.000002861022949)
@(5, 0x00000300, 0x7788700F, 0.000002861022949, 0.000002861022949)
@(5, 0x00000300, 0x77887F0F, -0.000002861022949, -0.000002861022949)
@(5, 0x00000300, 0x77888000, -0.000002861022949, -0.000002861022949)
@(5, 0x00000300, 0x77888F00, 0.000002861022949, 0.000002861022949)
@(5, 0x00000300, 0x7887700F, -0.000002861022949, -0.000002861022949)
@(5, 0x00000300, 0x78877F0F, 0.000002861022949, 0.000002861022949)
@(5, 0x00000700, 0x7787700F, 0.000002861022949, 0.000002861022949)
@(5, 0x00000700, 0x77877F0F, -0.000002861022949, -0.000002861022949)
@(5, 0x00000700, 0x77878000, -0.000002861022949, -0.000002861022949)
@(5, 0x00000700, 0x77878F00, 0.000002861022949, 0.000002861022949)
@(5, 0x00000700, 0x7788700F, 0.000002861022949, 0.000002861022949)
@(5, 0x00000700, 0x77887F0F, -0.000002861022949, -0.000002861022949)
@(5, 0x00000700, 0x77888000, -0.000002861022949, -0.000002861022949)
@(5, 0x00000700, 0x77888F00, 0.000002861022949, 0.000002861022949)
@(5, 0x00000700, 0x7887700F, -0.000002861022949, -0.000002861022949)
@(5, 0x00000700, 0x78877F0F, 0.000002861022949, 0.000002861022949)
@(5, 0x00000200, 0x010C7336, -0.000002622604370, -0.000002622604370)
@(5, 0x00000200, 0x010C733E, 0.000002622604370, 0.000002622604370)
@(5, 0x00000200, 0x010C7CC1, 0.000002622604370, 0.000002622604370)
@(5, 0x00000200, 0x010C7CC9, -0.000002622604370, -0.000002622604370)
@(5, 0x00000200, 0x010C8331, -0.000002622604370, -0.000002622604370)
@(5, 0x00000200, 0x010C8339, 0.000002622604370, 0.000002622604370)
@(5, 0x00000600, 0x77877000, -0.000002384185791, -0.000002384185791)
@(5, 0x00000600, 0x7787700F, -0.000002384185791, -0.000002384185791)
@(5, 0x00000600, 0x77877F00, 0.000002384185791, 0.000002384185791)
@(5, 0x00000600, 0x77877F0F, 0.000002384185791, 0.000002384185791)
@(5, 0x00000600, 0x77878000, 0.000002384185791, 0.000002384185791)
@(5, 0x00000600, 0x7787800F, 0.000002384185791, 0.000002384185791)
@(5, 0x00000600, 0x77878F00, -0.000002384185791, -0.000002384185791)
@(5, 0x00000600, 0x77878F0F, -0.000002384185791, -0.000002384185791)
@(5, 0x00000600, 0x77887000, -0.000002384185791, -0.000002384185791)
@(5, 0x00000600, 0x7788700F, -0.000002384185791, -0.000002384185791)
@(5, 0x0F000000, 0x00014B0F, 0.000002384185791, 0.000002384185791)
@(5, 0x0F000000, 0x00014C08, 0.000002384185791, 0.000002384185791)
@(5, 0x0F000000, 0x00018109, -0.000002384185791, -0.000002384185791)
@(5, 0x0F000000, 0x0001850D, -0.000002384185791, -0.000002384185791)
@(5, 0x0F000000, 0x0001EB05, -0.000002384185791, -0.000002384185791)
@(5, 0x0F000000, 0x0001EC02, -0.000002384185791, -0.000002384185791)
@(5, 0x0F000000, 0x0001F10E, 0.000002384185791, 0.000002384185791)
@(5, 0x0F000000, 0x0001F50A, 0.000002384185791, 0.000002384185791)
@(5, 0x0F000000, 0x00054B0F, -0.000002384185791, -0.000002384185791)
@(5, 0x0F000000, 0x00054C08, -0.000002384185791, -0.000002384185791)
