PDF-compliant scoring report
Rule: valid iff VE in [VT-|VT|*2^(-2r), VT+|VT|*2^(-2r)], VE!=0, u!=0, v!=0
This solver computes VE and VT by exact sparse correlation composition, so VE = VT.

=== r = 1 ===
No  u           v           VE                 VT                 Score
67  0x00000006  0x0D00D00D     -0.250000000000     -0.250000000000    2.0000
68  0x00000007  0x06006006      0.250000000000      0.250000000000    2.0000
69  0x00000008  0x07007007      0.250000000000      0.250000000000    2.0000
70  0x00000009  0x0E00E00E     -0.250000000000     -0.250000000000    2.0000
71  0x0000000A  0x0C00C00C     -0.250000000000     -0.250000000000    2.0000
72  0x0000000B  0x0800C00C      0.250000000000      0.250000000000    2.0000
73  0x0000000B  0x0C008008      0.250000000000      0.250000000000    2.0000
74  0x0000000C  0x0200A00A      0.250000000000      0.250000000000    2.0000
75  0x0000000C  0x03003003      0.250000000000      0.250000000000    2.0000
76  0x0000000C  0x0A002002      0.250000000000      0.250000000000    2.0000
77  0x0000000D  0x04004004     -0.250000000000     -0.250000000000    2.0000
78  0x0000000E  0x02002002     -0.250000000000     -0.250000000000    2.0000
79  0x0000000E  0x0A00A00A     -0.250000000000     -0.250000000000    2.0000
80  0x0000000F  0x08008008      0.250000000000      0.250000000000    2.0000
81  0x00000020  0x788F0000     -0.250000000000     -0.250000000000    2.0000
82  0x00000020  0x877F0000     -0.250000000000     -0.250000000000    2.0000
